"SEX","GEO","AGE","UNIT","TIME","INDIC_EM","Value","Flag and Footnotes"
"Females","Spain","From 15 to 64 years","Percentage of total population","2012","Active population","68.4",""
"Females","Spain","From 15 to 64 years","Percentage of total population","2012","Total employment (resident population concept - LFS)","51.2",""
"Females","Spain","From 15 to 64 years","Percentage of total population","2013","Active population","68.7",""
"Females","Spain","From 15 to 64 years","Percentage of total population","2013","Total employment (resident population concept - LFS)","50.3",""
"Females","Spain","From 15 to 64 years","Percentage of total population","2014","Active population","68.8",""
"Females","Spain","From 15 to 64 years","Percentage of total population","2014","Total employment (resident population concept - LFS)","51.2",""
"Females","Spain","From 15 to 64 years","Percentage of total population","2015","Active population","69.0",""
"Females","Spain","From 15 to 64 years","Percentage of total population","2015","Total employment (resident population concept - LFS)","52.7",""
"Females","Spain","From 20 to 64 years","Percentage of total population","2006","Active population","63.9",""
"Females","Spain","From 20 to 64 years","Percentage of total population","2006","Total employment (resident population concept - LFS)","57.1",""
"Females","Spain","From 20 to 64 years","Percentage of total population","2007","Active population","65.2",""
"Females","Spain","From 20 to 64 years","Percentage of total population","2007","Total employment (resident population concept - LFS)","58.6",""
"Females","Spain","From 20 to 64 years","Percentage of total population","2008","Active population","67.0",""
"Females","Spain","From 20 to 64 years","Percentage of total population","2008","Total employment (resident population concept - LFS)","58.9",""
"Females","Spain","From 20 to 64 years","Percentage of total population","2009","Active population","68.9",""
"Females","Spain","From 20 to 64 years","Percentage of total population","2009","Total employment (resident population concept - LFS)","56.8",""
"Females","Spain","From 20 to 64 years","Percentage of total population","2010","Active population","70.1",""
"Females","Spain","From 20 to 64 years","Percentage of total population","2010","Total employment (resident population concept - LFS)","56.3",""
"Females","Spain","From 20 to 64 years","Percentage of total population","2011","Active population","71.3",""
"Females","Spain","From 20 to 64 years","Percentage of total population","2011","Total employment (resident population concept - LFS)","56.1",""
"Females","Spain","From 20 to 64 years","Percentage of total population","2012","Active population","72.4",""
"Females","Spain","From 20 to 64 years","Percentage of total population","2012","Total employment (resident population concept - LFS)","54.6",""
"Females","Spain","From 20 to 64 years","Percentage of total population","2013","Active population","72.9",""
"Females","Spain","From 20 to 64 years","Percentage of total population","2013","Total employment (resident population concept - LFS)","53.8",""
"Females","Spain","From 20 to 64 years","Percentage of total population","2014","Active population","73.1",""
"Females","Spain","From 20 to 64 years","Percentage of total population","2014","Total employment (resident population concept - LFS)","54.8",""
"Females","Spain","From 20 to 64 years","Percentage of total population","2015","Active population","73.4",""
"Females","Spain","From 20 to 64 years","Percentage of total population","2015","Total employment (resident population concept - LFS)","56.4",""
"Females","France","From 15 to 64 years","Percentage of total population","2006","Active population",":",""
"Females","France","From 15 to 64 years","Percentage of total population","2006","Total employment (resident population concept - LFS)",":",""
"Females","France","From 15 to 64 years","Percentage of total population","2007","Active population",":",""
"Females","France","From 15 to 64 years","Percentage of total population","2007","Total employment (resident population concept - LFS)",":",""
"Females","France","From 15 to 64 years","Percentage of total population","2008","Active population",":",""
"Females","France","From 15 to 64 years","Percentage of total population","2008","Total employment (resident population concept - LFS)",":",""
"Females","France","From 15 to 64 years","Percentage of total population","2009","Active population",":",""
"Females","France","From 15 to 64 years","Percentage of total population","2009","Total employment (resident population concept - LFS)",":",""
"Females","France","From 15 to 64 years","Percentage of total population","2010","Active population",":",""
"Females","France","From 15 to 64 years","Percentage of total population","2010","Total employment (resident population concept - LFS)",":",""
"Females","France","From 15 to 64 years","Percentage of total population","2011","Active population",":",""
"Females","France","From 15 to 64 years","Percentage of total population","2011","Total employment (resident population concept - LFS)",":",""
"Females","France","From 15 to 64 years","Percentage of total population","2012","Active population",":",""
"Females","France","From 15 to 64 years","Percentage of total population","2012","Total employment (resident population concept - LFS)",":",""
"Females","France","From 15 to 64 years","Percentage of total population","2013","Active population",":",""
"Females","France","From 15 to 64 years","Percentage of total population","2013","Total employment (resident population concept - LFS)",":",""
"Females","France","From 15 to 64 years","Percentage of total population","2014","Active population","67.2",""
"Females","France","From 15 to 64 years","Percentage of total population","2014","Total employment (resident population concept - LFS)","60.4",""
"Females","France","From 15 to 64 years","Percentage of total population","2015","Active population","67.3",""
"Females","France","From 15 to 64 years","Percentage of total population","2015","Total employment (resident population concept - LFS)","60.6",""
"Females","France","From 20 to 64 years","Percentage of total population","2006","Active population",":",""
"Females","France","From 20 to 64 years","Percentage of total population","2006","Total employment (resident population concept - LFS)",":",""
"Females","France","From 20 to 64 years","Percentage of total population","2007","Active population",":",""
"Females","France","From 20 to 64 years","Percentage of total population","2007","Total employment (resident population concept - LFS)",":",""
"Females","France","From 20 to 64 years","Percentage of total population","2008","Active population",":",""
"Females","France","From 20 to 64 years","Percentage of total population","2008","Total employment (resident population concept - LFS)",":",""
"Females","France","From 20 to 64 years","Percentage of total population","2009","Active population",":",""
"Females","France","From 20 to 64 years","Percentage of total population","2009","Total employment (resident population concept - LFS)",":",""
"Females","France","From 20 to 64 years","Percentage of total population","2010","Active population",":",""
"Females","France","From 20 to 64 years","Percentage of total population","2010","Total employment (resident population concept - LFS)",":",""
"Females","France","From 20 to 64 years","Percentage of total population","2011","Active population",":",""
"Females","France","From 20 to 64 years","Percentage of total population","2011","Total employment (resident population concept - LFS)",":",""
"Females","France","From 20 to 64 years","Percentage of total population","2012","Active population",":",""
"Females","France","From 20 to 64 years","Percentage of total population","2012","Total employment (resident population concept - LFS)",":",""
"Females","France","From 20 to 64 years","Percentage of total population","2013","Active population",":",""
"Females","France","From 20 to 64 years","Percentage of total population","2013","Total employment (resident population concept - LFS)",":",""
"Females","France","From 20 to 64 years","Percentage of total population","2014","Active population","72.7",""
"Females","France","From 20 to 64 years","Percentage of total population","2014","Total employment (resident population concept - LFS)","65.6",""
"Females","France","From 20 to 64 years","Percentage of total population","2015","Active population","73.0",""
"Females","France","From 20 to 64 years","Percentage of total population","2015","Total employment (resident population concept - LFS)","66.0",""
"Females","France (metropolitan)","From 15 to 64 years","Percentage of total population","2006","Active population","64.5",""
"Females","France (metropolitan)","From 15 to 64 years","Percentage of total population","2006","Total employment (resident population concept - LFS)","58.6",""
"Females","France (metropolitan)","From 15 to 64 years","Percentage of total population","2007","Active population","64.9",""
"Females","France (metropolitan)","From 15 to 64 years","Percentage of total population","2007","Total employment (resident population concept - LFS)","59.6",""
"Females","France (metropolitan)","From 15 to 64 years","Percentage of total population","2008","Active population","65.2",""
"Females","France (metropolitan)","From 15 to 64 years","Percentage of total population","2008","Total employment (resident population concept - LFS)","60.3",""
"Females","France (metropolitan)","From 15 to 64 years","Percentage of total population","2009","Active population","65.7",""
"Females","France (metropolitan)","From 15 to 64 years","Percentage of total population","2009","Total employment (resident population concept - LFS)","59.9",""
"Females","France (metropolitan)","From 15 to 64 years","Percentage of total population","2010","Active population","65.8",""
"Females","France (metropolitan)","From 15 to 64 years","Percentage of total population","2010","Total employment (resident population concept - LFS)","59.8",""
"Females","France (metropolitan)","From 15 to 64 years","Percentage of total population","2011","Active population","65.7",""
"Females","France (metropolitan)","From 15 to 64 years","Percentage of total population","2011","Total employment (resident population concept - LFS)","59.7",""
"Females","France (metropolitan)","From 15 to 64 years","Percentage of total population","2012","Active population","66.3",""
"Females","France (metropolitan)","From 15 to 64 years","Percentage of total population","2012","Total employment (resident population concept - LFS)","60.1",""
"Females","France (metropolitan)","From 15 to 64 years","Percentage of total population","2013","Active population","66.9",""
"Females","France (metropolitan)","From 15 to 64 years","Percentage of total population","2013","Total employment (resident population concept - LFS)","60.4",""
"Females","France (metropolitan)","From 15 to 64 years","Percentage of total population","2014","Active population","67.4",""
"Females","France (metropolitan)","From 15 to 64 years","Percentage of total population","2014","Total employment (resident population concept - LFS)","60.9",""
"Females","France (metropolitan)","From 15 to 64 years","Percentage of total population","2015","Active population","67.6",""
"Females","France (metropolitan)","From 15 to 64 years","Percentage of total population","2015","Total employment (resident population concept - LFS)","61.1",""
"Females","France (metropolitan)","From 20 to 64 years","Percentage of total population","2006","Active population","70.0",""
"Females","France (metropolitan)","From 20 to 64 years","Percentage of total population","2006","Total employment (resident population concept - LFS)","63.9",""
"Females","France (metropolitan)","From 20 to 64 years","Percentage of total population","2007","Active population","70.3",""
"Females","France (metropolitan)","From 20 to 64 years","Percentage of total population","2007","Total employment (resident population concept - LFS)","64.9",""
"Females","France (metropolitan)","From 20 to 64 years","Percentage of total population","2008","Active population","70.5",""
"Females","France (metropolitan)","From 20 to 64 years","Percentage of total population","2008","Total employment (resident population concept - LFS)","65.5",""
"Females","France (metropolitan)","From 20 to 64 years","Percentage of total population","2009","Active population","70.9",""
"Females","France (metropolitan)","From 20 to 64 years","Percentage of total population","2009","Total employment (resident population concept - LFS)","65.0",""
"Females","France (metropolitan)","From 20 to 64 years","Percentage of total population","2010","Active population","71.0",""
"Females","France (metropolitan)","From 20 to 64 years","Percentage of total population","2010","Total employment (resident population concept - LFS)","64.9",""
"Females","France (metropolitan)","From 20 to 64 years","Percentage of total population","2011","Active population","70.9",""
"Females","France (metropolitan)","From 20 to 64 years","Percentage of total population","2011","Total employment (resident population concept - LFS)","64.7",""
"Females","France (metropolitan)","From 20 to 64 years","Percentage of total population","2012","Active population","71.6",""
"Females","France (metropolitan)","From 20 to 64 years","Percentage of total population","2012","Total employment (resident population concept - LFS)","65.1",""
"Females","France (metropolitan)","From 20 to 64 years","Percentage of total population","2013","Active population","72.3",""
"Females","France (metropolitan)","From 20 to 64 years","Percentage of total population","2013","Total employment (resident population concept - LFS)","65.5",""
"Females","France (metropolitan)","From 20 to 64 years","Percentage of total population","2014","Active population","72.9",""
"Females","France (metropolitan)","From 20 to 64 years","Percentage of total population","2014","Total employment (resident population concept - LFS)","66.1",""
"Females","France (metropolitan)","From 20 to 64 years","Percentage of total population","2015","Active population","73.2",""
"Females","France (metropolitan)","From 20 to 64 years","Percentage of total population","2015","Total employment (resident population concept - LFS)","66.5",""
"Females","Croatia","From 15 to 64 years","Percentage of total population","2006","Active population","56.8","e"
"Females","Croatia","From 15 to 64 years","Percentage of total population","2006","Total employment (resident population concept - LFS)","49.3","e"
"Females","Croatia","From 15 to 64 years","Percentage of total population","2007","Active population","58.4",""
"Females","Croatia","From 15 to 64 years","Percentage of total population","2007","Total employment (resident population concept - LFS)","51.6",""
"Females","Croatia","From 15 to 64 years","Percentage of total population","2008","Active population","59.0",""
"Females","Croatia","From 15 to 64 years","Percentage of total population","2008","Total employment (resident population concept - LFS)","52.7",""
"Females","Croatia","From 15 to 64 years","Percentage of total population","2009","Active population","60.3",""
"Females","Croatia","From 15 to 64 years","Percentage of total population","2009","Total employment (resident population concept - LFS)","53.7",""
"Females","Croatia","From 15 to 64 years","Percentage of total population","2010","Active population","59.6",""
"Females","Croatia","From 15 to 64 years","Percentage of total population","2010","Total employment (resident population concept - LFS)","52.1",""
"Females","Croatia","From 15 to 64 years","Percentage of total population","2011","Active population","57.6",""
"Females","Croatia","From 15 to 64 years","Percentage of total population","2011","Total employment (resident population concept - LFS)","49.5",""
"Females","Croatia","From 15 to 64 years","Percentage of total population","2012","Active population","58.0",""
"Females","Croatia","From 15 to 64 years","Percentage of total population","2012","Total employment (resident population concept - LFS)","48.5",""
"Females","Croatia","From 15 to 64 years","Percentage of total population","2013","Active population","58.5",""
"Females","Croatia","From 15 to 64 years","Percentage of total population","2013","Total employment (resident population concept - LFS)","48.5",""
"Females","Croatia","From 15 to 64 years","Percentage of total population","2014","Active population","61.3",""
"Females","Croatia","From 15 to 64 years","Percentage of total population","2014","Total employment (resident population concept - LFS)","50.0",""
"Females","Croatia","From 15 to 64 years","Percentage of total population","2015","Active population","62.2",""
"Females","Croatia","From 15 to 64 years","Percentage of total population","2015","Total employment (resident population concept - LFS)","51.5",""
"Females","Croatia","From 20 to 64 years","Percentage of total population","2006","Active population","61.3","e"
"Females","Croatia","From 20 to 64 years","Percentage of total population","2006","Total employment (resident population concept - LFS)","53.6","e"
"Females","Croatia","From 20 to 64 years","Percentage of total population","2007","Active population","62.7",""
"Females","Croatia","From 20 to 64 years","Percentage of total population","2007","Total employment (resident population concept - LFS)","55.9",""
"Females","Croatia","From 20 to 64 years","Percentage of total population","2008","Active population","63.4",""
"Females","Croatia","From 20 to 64 years","Percentage of total population","2008","Total employment (resident population concept - LFS)","57.0",""
"Females","Croatia","From 20 to 64 years","Percentage of total population","2009","Active population","64.8",""
"Females","Croatia","From 20 to 64 years","Percentage of total population","2009","Total employment (resident population concept - LFS)","58.0",""
"Females","Croatia","From 20 to 64 years","Percentage of total population","2010","Active population","64.1",""
"Females","Croatia","From 20 to 64 years","Percentage of total population","2010","Total employment (resident population concept - LFS)","56.4",""
"Females","Croatia","From 20 to 64 years","Percentage of total population","2011","Active population","61.8",""
"Females","Croatia","From 20 to 64 years","Percentage of total population","2011","Total employment (resident population concept - LFS)","53.6",""
"Females","Croatia","From 20 to 64 years","Percentage of total population","2012","Active population","62.2",""
"Females","Croatia","From 20 to 64 years","Percentage of total population","2012","Total employment (resident population concept - LFS)","52.6",""
"Females","Croatia","From 20 to 64 years","Percentage of total population","2013","Active population","62.9",""
"Females","Croatia","From 20 to 64 years","Percentage of total population","2013","Total employment (resident population concept - LFS)","52.8",""
"Females","Croatia","From 20 to 64 years","Percentage of total population","2014","Active population","65.7",""
"Females","Croatia","From 20 to 64 years","Percentage of total population","2014","Total employment (resident population concept - LFS)","54.2",""
"Females","Croatia","From 20 to 64 years","Percentage of total population","2015","Active population","66.6",""
"Females","Croatia","From 20 to 64 years","Percentage of total population","2015","Total employment (resident population concept - LFS)","55.8",""
"Females","Italy","From 15 to 64 years","Percentage of total population","2006","Active population","50.8",""
"Females","Italy","From 15 to 64 years","Percentage of total population","2006","Total employment (resident population concept - LFS)","46.3",""
"Females","Italy","From 15 to 64 years","Percentage of total population","2007","Active population","50.6",""
"Females","Italy","From 15 to 64 years","Percentage of total population","2007","Total employment (resident population concept - LFS)","46.6",""
"Females","Italy","From 15 to 64 years","Percentage of total population","2008","Active population","51.6",""
"Females","Italy","From 15 to 64 years","Percentage of total population","2008","Total employment (resident population concept - LFS)","47.2",""
"Females","Italy","From 15 to 64 years","Percentage of total population","2009","Active population","51.1",""
"Females","Italy","From 15 to 64 years","Percentage of total population","2009","Total employment (resident population concept - LFS)","46.4",""
"Females","Italy","From 15 to 64 years","Percentage of total population","2010","Active population","51.1",""
"Females","Italy","From 15 to 64 years","Percentage of total population","2010","Total employment (resident population concept - LFS)","46.1",""
"Females","Italy","From 15 to 64 years","Percentage of total population","2011","Active population","51.4",""
"Females","Italy","From 15 to 64 years","Percentage of total population","2011","Total employment (resident population concept - LFS)","46.5",""
"Females","Italy","From 15 to 64 years","Percentage of total population","2012","Active population","53.4",""
"Females","Italy","From 15 to 64 years","Percentage of total population","2012","Total employment (resident population concept - LFS)","47.1",""
"Females","Italy","From 15 to 64 years","Percentage of total population","2013","Active population","53.6",""
"Females","Italy","From 15 to 64 years","Percentage of total population","2013","Total employment (resident population concept - LFS)","46.5",""
"Females","Italy","From 15 to 64 years","Percentage of total population","2014","Active population","54.4",""
"Females","Italy","From 15 to 64 years","Percentage of total population","2014","Total employment (resident population concept - LFS)","46.8",""
"Females","Italy","From 15 to 64 years","Percentage of total population","2015","Active population","54.1",""
"Females","Italy","From 15 to 64 years","Percentage of total population","2015","Total employment (resident population concept - LFS)","47.2",""
"Females","Italy","From 20 to 64 years","Percentage of total population","2006","Active population","54.1",""
"Females","Italy","From 20 to 64 years","Percentage of total population","2006","Total employment (resident population concept - LFS)","49.6",""
"Females","Italy","From 20 to 64 years","Percentage of total population","2007","Active population","54.0",""
"Females","Italy","From 20 to 64 years","Percentage of total population","2007","Total employment (resident population concept - LFS)","49.9",""
"Females","Italy","From 20 to 64 years","Percentage of total population","2008","Active population","55.1",""
"Females","Italy","From 20 to 64 years","Percentage of total population","2008","Total employment (resident population concept - LFS)","50.6",""
"Females","Italy","From 20 to 64 years","Percentage of total population","2009","Active population","54.6",""
"Females","Italy","From 20 to 64 years","Percentage of total population","2009","Total employment (resident population concept - LFS)","49.7",""
"Females","Italy","From 20 to 64 years","Percentage of total population","2010","Active population","54.6",""
"Females","Italy","From 20 to 64 years","Percentage of total population","2010","Total employment (resident population concept - LFS)","49.5",""
"Females","Italy","From 20 to 64 years","Percentage of total population","2011","Active population","54.9",""
"Females","Italy","From 20 to 64 years","Percentage of total population","2011","Total employment (resident population concept - LFS)","49.9",""
"Females","Italy","From 20 to 64 years","Percentage of total population","2012","Active population","57.0",""
"Females","Italy","From 20 to 64 years","Percentage of total population","2012","Total employment (resident population concept - LFS)","50.5",""
"Females","Italy","From 20 to 64 years","Percentage of total population","2013","Active population","57.2",""
"Females","Italy","From 20 to 64 years","Percentage of total population","2013","Total employment (resident population concept - LFS)","49.9",""
"Females","Italy","From 20 to 64 years","Percentage of total population","2014","Active population","58.1",""
"Females","Italy","From 20 to 64 years","Percentage of total population","2014","Total employment (resident population concept - LFS)","50.3",""
"Females","Italy","From 20 to 64 years","Percentage of total population","2015","Active population","57.8",""
"Females","Italy","From 20 to 64 years","Percentage of total population","2015","Total employment (resident population concept - LFS)","50.6",""
"Females","Cyprus","From 15 to 64 years","Percentage of total population","2006","Active population","63.8",""
"Females","Cyprus","From 15 to 64 years","Percentage of total population","2006","Total employment (resident population concept - LFS)","60.3",""
"Females","Cyprus","From 15 to 64 years","Percentage of total population","2007","Active population","65.4",""
"Females","Cyprus","From 15 to 64 years","Percentage of total population","2007","Total employment (resident population concept - LFS)","62.4",""
"Females","Cyprus","From 15 to 64 years","Percentage of total population","2008","Active population","65.7",""
"Females","Cyprus","From 15 to 64 years","Percentage of total population","2008","Total employment (resident population concept - LFS)","62.9",""
"Females","Cyprus","From 15 to 64 years","Percentage of total population","2009","Active population","66.0","b"
"Females","Cyprus","From 15 to 64 years","Percentage of total population","2009","Total employment (resident population concept - LFS)","62.3","b"
"Females","Cyprus","From 15 to 64 years","Percentage of total population","2010","Active population","67.4",""
"Females","Cyprus","From 15 to 64 years","Percentage of total population","2010","Total employment (resident population concept - LFS)","63.0",""
"Females","Cyprus","From 15 to 64 years","Percentage of total population","2011","Active population","67.4",""
"Females","Cyprus","From 15 to 64 years","Percentage of total population","2011","Total employment (resident population concept - LFS)","62.1",""
"Females","Cyprus","From 15 to 64 years","Percentage of total population","2012","Active population","66.9",""
"Females","Cyprus","From 15 to 64 years","Percentage of total population","2012","Total employment (resident population concept - LFS)","59.4",""
"Females","Cyprus","From 15 to 64 years","Percentage of total population","2013","Active population","67.2",""
"Females","Cyprus","From 15 to 64 years","Percentage of total population","2013","Total employment (resident population concept - LFS)","56.9",""
"Females","Cyprus","From 15 to 64 years","Percentage of total population","2014","Active population","69.1",""
"Females","Cyprus","From 15 to 64 years","Percentage of total population","2014","Total employment (resident population concept - LFS)","58.6",""
"Females","Cyprus","From 15 to 64 years","Percentage of total population","2015","Active population","69.4",""
"Females","Cyprus","From 15 to 64 years","Percentage of total population","2015","Total employment (resident population concept - LFS)","59.0",""
"Females","Cyprus","From 20 to 64 years","Percentage of total population","2006","Active population","69.7",""
"Females","Cyprus","From 20 to 64 years","Percentage of total population","2006","Total employment (resident population concept - LFS)","65.9",""
"Females","Cyprus","From 20 to 64 years","Percentage of total population","2007","Active population","70.9",""
"Females","Cyprus","From 20 to 64 years","Percentage of total population","2007","Total employment (resident population concept - LFS)","67.7",""
"Females","Cyprus","From 20 to 64 years","Percentage of total population","2008","Active population","71.2",""
"Females","Cyprus","From 20 to 64 years","Percentage of total population","2008","Total employment (resident population concept - LFS)","68.2",""
"Females","Cyprus","From 20 to 64 years","Percentage of total population","2009","Active population","72.3","b"
"Females","Cyprus","From 20 to 64 years","Percentage of total population","2009","Total employment (resident population concept - LFS)","68.3","b"
"Females","Cyprus","From 20 to 64 years","Percentage of total population","2010","Active population","73.4",""
"Females","Cyprus","From 20 to 64 years","Percentage of total population","2010","Total employment (resident population concept - LFS)","68.8",""
"Females","Cyprus","From 20 to 64 years","Percentage of total population","2011","Active population","73.2",""
"Females","Cyprus","From 20 to 64 years","Percentage of total population","2011","Total employment (resident population concept - LFS)","67.7",""
"Females","Cyprus","From 20 to 64 years","Percentage of total population","2012","Active population","72.8",""
"Females","Cyprus","From 20 to 64 years","Percentage of total population","2012","Total employment (resident population concept - LFS)","64.8",""
"Females","Cyprus","From 20 to 64 years","Percentage of total population","2013","Active population","73.2",""
"Females","Cyprus","From 20 to 64 years","Percentage of total population","2013","Total employment (resident population concept - LFS)","62.2",""
"Females","Cyprus","From 20 to 64 years","Percentage of total population","2014","Active population","75.1",""
"Females","Cyprus","From 20 to 64 years","Percentage of total population","2014","Total employment (resident population concept - LFS)","63.9",""
"Females","Cyprus","From 20 to 64 years","Percentage of total population","2015","Active population","74.9",""
"Females","Cyprus","From 20 to 64 years","Percentage of total population","2015","Total employment (resident population concept - LFS)","64.0",""
"Females","Latvia","From 15 to 64 years","Percentage of total population","2006","Active population","66.4",""
"Females","Latvia","From 15 to 64 years","Percentage of total population","2006","Total employment (resident population concept - LFS)","61.8",""
"Females","Latvia","From 15 to 64 years","Percentage of total population","2007","Active population","67.8",""
"Females","Latvia","From 15 to 64 years","Percentage of total population","2007","Total employment (resident population concept - LFS)","63.9",""
"Females","Latvia","From 15 to 64 years","Percentage of total population","2008","Active population","70.3",""
"Females","Latvia","From 15 to 64 years","Percentage of total population","2008","Total employment (resident population concept - LFS)","65.2",""
"Females","Latvia","From 15 to 64 years","Percentage of total population","2009","Active population","70.7",""
"Females","Latvia","From 15 to 64 years","Percentage of total population","2009","Total employment (resident population concept - LFS)","60.4",""
"Females","Latvia","From 15 to 64 years","Percentage of total population","2010","Active population","70.8",""
"Females","Latvia","From 15 to 64 years","Percentage of total population","2010","Total employment (resident population concept - LFS)","59.0",""
"Females","Latvia","From 15 to 64 years","Percentage of total population","2011","Active population","70.1",""
"Females","Latvia","From 15 to 64 years","Percentage of total population","2011","Total employment (resident population concept - LFS)","60.2",""
"Females","Latvia","From 15 to 64 years","Percentage of total population","2012","Active population","72.0",""
"Females","Latvia","From 15 to 64 years","Percentage of total population","2012","Total employment (resident population concept - LFS)","61.7",""
"Females","Latvia","From 15 to 64 years","Percentage of total population","2013","Active population","71.6",""
"Females","Latvia","From 15 to 64 years","Percentage of total population","2013","Total employment (resident population concept - LFS)","63.4",""
"Females","Latvia","From 15 to 64 years","Percentage of total population","2014","Active population","71.6",""
"Females","Latvia","From 15 to 64 years","Percentage of total population","2014","Total employment (resident population concept - LFS)","64.3",""
"Females","Latvia","From 15 to 64 years","Percentage of total population","2015","Active population","72.8",""
"Females","Latvia","From 15 to 64 years","Percentage of total population","2015","Total employment (resident population concept - LFS)","66.4",""
"Females","Latvia","From 20 to 64 years","Percentage of total population","2006","Active population","73.2",""
"Females","Latvia","From 20 to 64 years","Percentage of total population","2006","Total employment (resident population concept - LFS)","68.4",""
"Females","Latvia","From 20 to 64 years","Percentage of total population","2007","Active population","74.3",""
"Females","Latvia","From 20 to 64 years","Percentage of total population","2007","Total employment (resident population concept - LFS)","70.3",""
"Females","Latvia","From 20 to 64 years","Percentage of total population","2008","Active population","77.3",""
"Females","Latvia","From 20 to 64 years","Percentage of total population","2008","Total employment (resident population concept - LFS)","71.9",""
"Females","Latvia","From 20 to 64 years","Percentage of total population","2009","Active population","77.3",""
"Females","Latvia","From 20 to 64 years","Percentage of total population","2009","Total employment (resident population concept - LFS)","66.5",""
"Females","Latvia","From 20 to 64 years","Percentage of total population","2010","Active population","77.0",""
"Females","Latvia","From 20 to 64 years","Percentage of total population","2010","Total employment (resident population concept - LFS)","64.5",""
"Females","Latvia","From 20 to 64 years","Percentage of total population","2011","Active population","75.6",""
"Females","Latvia","From 20 to 64 years","Percentage of total population","2011","Total employment (resident population concept - LFS)","65.3",""
"Females","Latvia","From 20 to 64 years","Percentage of total population","2012","Active population","77.0",""
"Females","Latvia","From 20 to 64 years","Percentage of total population","2012","Total employment (resident population concept - LFS)","66.4",""
"Females","Latvia","From 20 to 64 years","Percentage of total population","2013","Active population","76.2",""
"Females","Latvia","From 20 to 64 years","Percentage of total population","2013","Total employment (resident population concept - LFS)","67.7",""
"Females","Latvia","From 20 to 64 years","Percentage of total population","2014","Active population","76.1",""
"Females","Latvia","From 20 to 64 years","Percentage of total population","2014","Total employment (resident population concept - LFS)","68.5",""
"Females","Latvia","From 20 to 64 years","Percentage of total population","2015","Active population","77.3",""
"Females","Latvia","From 20 to 64 years","Percentage of total population","2015","Total employment (resident population concept - LFS)","70.5",""
"Females","Lithuania","From 15 to 64 years","Percentage of total population","2006","Active population","64.6",""
"Females","Lithuania","From 15 to 64 years","Percentage of total population","2006","Total employment (resident population concept - LFS)","61.0",""
"Females","Lithuania","From 15 to 64 years","Percentage of total population","2007","Active population","64.9",""
"Females","Lithuania","From 15 to 64 years","Percentage of total population","2007","Total employment (resident population concept - LFS)","62.0",""
"Females","Lithuania","From 15 to 64 years","Percentage of total population","2008","Active population","65.5",""
"Females","Lithuania","From 15 to 64 years","Percentage of total population","2008","Total employment (resident population concept - LFS)","61.8",""
"Females","Lithuania","From 15 to 64 years","Percentage of total population","2009","Active population","67.6",""
"Females","Lithuania","From 15 to 64 years","Percentage of total population","2009","Total employment (resident population concept - LFS)","60.4",""
"Females","Lithuania","From 15 to 64 years","Percentage of total population","2010","Active population","68.6",""
"Females","Lithuania","From 15 to 64 years","Percentage of total population","2010","Total employment (resident population concept - LFS)","58.5",""
"Females","Lithuania","From 15 to 64 years","Percentage of total population","2011","Active population","69.4",""
"Females","Lithuania","From 15 to 64 years","Percentage of total population","2011","Total employment (resident population concept - LFS)","60.2",""
"Females","Lithuania","From 15 to 64 years","Percentage of total population","2012","Active population","70.1",""
"Females","Lithuania","From 15 to 64 years","Percentage of total population","2012","Total employment (resident population concept - LFS)","61.8",""
"Females","Lithuania","From 15 to 64 years","Percentage of total population","2013","Active population","70.3",""
"Females","Lithuania","From 15 to 64 years","Percentage of total population","2013","Total employment (resident population concept - LFS)","62.8",""
"Females","Lithuania","From 15 to 64 years","Percentage of total population","2014","Active population","71.6",""
"Females","Lithuania","From 15 to 64 years","Percentage of total population","2014","Total employment (resident population concept - LFS)","64.9",""
"Females","Lithuania","From 15 to 64 years","Percentage of total population","2015","Active population","72.5",""
"Females","Lithuania","From 15 to 64 years","Percentage of total population","2015","Total employment (resident population concept - LFS)","66.5",""
"Females","Lithuania","From 20 to 64 years","Percentage of total population","2006","Active population","72.0",""
"Females","Lithuania","From 20 to 64 years","Percentage of total population","2006","Total employment (resident population concept - LFS)","68.0",""
"Females","Lithuania","From 20 to 64 years","Percentage of total population","2007","Active population","72.2",""
"Females","Lithuania","From 20 to 64 years","Percentage of total population","2007","Total employment (resident population concept - LFS)","69.1",""
"Females","Lithuania","From 20 to 64 years","Percentage of total population","2008","Active population","72.7",""
"Females","Lithuania","From 20 to 64 years","Percentage of total population","2008","Total employment (resident population concept - LFS)","68.7",""
"Females","Lithuania","From 20 to 64 years","Percentage of total population","2009","Active population","75.0",""
"Females","Lithuania","From 20 to 64 years","Percentage of total population","2009","Total employment (resident population concept - LFS)","67.2",""
"Females","Lithuania","From 20 to 64 years","Percentage of total population","2010","Active population","76.0",""
"Females","Lithuania","From 20 to 64 years","Percentage of total population","2010","Total employment (resident population concept - LFS)","65.0",""
"Females","Lithuania","From 20 to 64 years","Percentage of total population","2011","Active population","76.5",""
"Females","Lithuania","From 20 to 64 years","Percentage of total population","2011","Total employment (resident population concept - LFS)","66.6",""
"Females","Lithuania","From 20 to 64 years","Percentage of total population","2012","Active population","76.9",""
"Females","Lithuania","From 20 to 64 years","Percentage of total population","2012","Total employment (resident population concept - LFS)","67.9",""
"Females","Lithuania","From 20 to 64 years","Percentage of total population","2013","Active population","76.7",""
